,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
14560,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,14,C7,23 EAST 108                              ,10029,12,1,13,2268,8240,1910,0,2016-12-28
14561,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,57,C4,26 EAST 109 STREET                       ,10029,10,0,10,3156,11660,1910,0,2016-12-28
14562,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,58,C1,24 EAST 109 STREET                       ,10029,15,0,15,3196,11825,1920,0,2016-12-28
14563,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,60,C1,22 EAST 109 STREET                       ,10029,15,0,15,3111,11475,1920,0,2016-12-28
14564,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,62,C1,18 EAST 109 STREET                       ,10029,9,0,9,2523,8630,1920,0,2016-12-28
14565,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1614,63,C1,16 EAST 109 STREET                       ,10029,11,0,11,2523,8630,1920,9734400,2016-12-28
14566,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1615,9,C1,11-13 EAST 109 STREET                    ,10029,24,0,24,3658,14784,1925,6827200,2016-12-28
14567,1,UPPER EAST SIDE (96-110) ,07  RENTALS - WALKUP APARTMENTS             ,1615,10,C1,15-17 EAST 109 STREET                    ,10029,21,0,21,3658,14784,1925,0,2016-12-28
14568,1,UPPER EAST SIDE (96-110) ,08  RENTALS - ELEVATOR APARTMENTS           ,1615,60,D5,8-18 EAST 110 STREET                     ,10029,60,0,60,14886,57512,1910,10140400,2016-12-28
14613,1,UPPER WEST SIDE (59-79)  ,01  ONE FAMILY DWELLINGS                    ,1126,11,A4,43 WEST 73RD STREET                      ,10023,1,0,1,2146,6485,1910,15500000,2017-01-12
14614,1,UPPER WEST SIDE (59-79)  ,01  ONE FAMILY DWELLINGS                    ,1127,18,S1,27 WEST 74TH STREET                      ,10023,1,1,2,2733,9030,1900,0,2017-04-12
14615,1,UPPER WEST SIDE (59-79)  ,01  ONE FAMILY DWELLINGS                    ,1162,54,A4,248 WEST 71ST STREET                     ,10023,1,0,1,2008,4932,1900,7075000,2016-11-04
14616,1,UPPER WEST SIDE (59-79)  ,01  ONE FAMILY DWELLINGS                    ,1184,1,A4,3 RIVERSIDE DRIVE                        ,10023,1,0,1,2850,10897,1899,15800000,2017-04-06
14617,1,UPPER WEST SIDE (59-79)  ,02  TWO FAMILY DWELLINGS                    ,1150,136,S2,110 WEST 79TH   STREET                   ,10024,2,1,3,1380,4590,1900,6450000,2017-02-27
14618,1,UPPER WEST SIDE (59-79)  ,02  TWO FAMILY DWELLINGS                    ,1163,124,B1,215 WEST 71ST STREET                     ,10023,2,0,2,1829,4280,1900,0,2017-03-15
14619,1,UPPER WEST SIDE (59-79)  ,02  TWO FAMILY DWELLINGS                    ,1168,63,B3,354 WEST END AVENUE                      ,10024,2,0,2,1179,3807,1901,5400000,2017-06-30
14620,1,UPPER WEST SIDE (59-79)  ,02  TWO FAMILY DWELLINGS                    ,1185,72,B9,351 WEST END AVENUE                      ,10024,2,0,2,1575,6875,1920,6750000,2017-08-01
14621,1,UPPER WEST SIDE (59-79)  ,03  THREE FAMILY DWELLINGS                  ,1122,55,C0,48 WEST 70 STREET                        ,10023,3,0,3,2209,6328,1900,14900000,2017-05-18
14622,1,UPPER WEST SIDE (59-79)  ,03  THREE FAMILY DWELLINGS                  ,1129,5,C0,51 WEST 76TH   STREET                    ,10023,3,0,3,2146,7331,1972,0,2017-08-18
14623,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1125,56,C5,32 WEST 73 STREET                        ,10023,10,0,10,2043,5190,1910,0,2017-01-05
14624,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1127,40,C5,8 WEST 75 STREET                         ,10023,15,0,15,2248,8510,1900,0,2017-02-23
14625,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1127,146,C5,24 WEST 75 STREET                        ,10023,16,0,16,2177,8063,1910,0,2017-01-05
14626,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1141,30,C5,103 WEST 69TH STREET                     ,10023,20,0,20,3716,11271,1920,0,2017-07-27
14627,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1144,48,C3,138 WEST 73RD   STREET                   ,10023,4,0,4,2043,6051,1910,0,2017-08-29
14628,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1146,11,C5,145 WEST 74 STREET                       ,10023,10,0,10,2043,6180,1910,5100000,2017-01-26
14629,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1146,12,C5,143 WEST 74 STREET                       ,10023,10,0,10,2043,6122,1910,5100000,2017-01-26
14630,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1147,17,C5,131 WEST 75TH STREET                     ,10023,9,0,9,2043,6011,1900,0,2017-05-11
14631,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1147,20,C5,123 WEST 75TH STREET                     ,10023,7,0,7,2043,6531,1900,5700000,2017-05-31
14632,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1147,53,C5,154 WEST 76TH STREET                     ,10023,10,0,10,2094,6399,1910,6550000,2017-04-04
14633,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1148,61,C7,172 WEST 77TH STREET                     ,10024,18,1,19,2717,15525,1900,0,2017-02-21
14634,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1148,61,C7,172 WEST 77TH STREET                     ,10024,18,1,19,2717,15525,1900,0,2017-02-21
14635,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1150,121,C5,123 WEST 78TH   STREET                   ,10024,7,0,7,1635,3636,1910,6050000,2017-09-12
14636,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1150,121,C5,123 WEST 78TH STREET                     ,10024,7,0,7,1635,3636,1910,5500000,2017-04-24
14637,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1163,25,C1,213 WEST 71ST   STREET                   ,10023,10,0,10,2225,4548,1920,0,2017-01-17
14638,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1164,14,C7,243 WEST 72ND ST                         ,10023,7,2,9,2043,6173,1900,5550000,2017-06-21
14639,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1164,159,C1,270 WEST 73RD   STREET                   ,10023,10,0,10,1800,5634,1900,0,2017-03-17
14640,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1170,21,C1,223 WEST 78TH   STREET                   ,10024,8,0,8,2043,3449,1910,10,2016-10-06
14641,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1185,39,C1,328 WEST 76TH ST                         ,10023,8,0,8,3167,6705,1910,0,2017-04-24
14642,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1185,73,C2,353 WEST END AVENUE                      ,10024,5,0,5,1219,4687,1920,0,2017-01-05
14643,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1185,86,C1,322 WEST 77TH   STREET                   ,10024,9,0,9,2247,4336,1900,3000000,2016-12-31
14644,1,UPPER WEST SIDE (59-79)  ,07  RENTALS - WALKUP APARTMENTS             ,1185,96,C1,45 RIVERSIDE DRIVE                       ,10024,10,0,10,1650,6140,1900,660000,2017-06-06
14645,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1122,21,D1,23 WEST 69TH   STREET                    ,10023,5,0,5,2010,6476,1900,9050000,2017-02-01
14646,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14647,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14648,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14649,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14650,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14651,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14652,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14653,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14654,1,UPPER WEST SIDE (59-79)  ,08  RENTALS - ELEVATOR APARTMENTS           ,1126,29,D3,135 CENTRAL PARK WEST                    ,10023,64,0,64,20433,217280,1906,0,2017-07-11
14728,1,UPPER WEST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,1118,36,D4,55 CENTRAL PARK WEST                     ,10023,109,2,111,16677,231733,1930,72805,2017-07-13
14936,1,UPPER WEST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,1162,29,D4,201 WEST 70TH STREET                     ,10023,387,8,395,34300,421205,1971,71669,2017-06-08
15921,1,UPPER WEST SIDE (59-79)  ,22  STORE BUILDINGS                         ,1143,155,K4,156 WEST 72ND   STREET                   ,10023,3,2,5,2043,7243,1900,7700000,2017-07-27
15922,1,UPPER WEST SIDE (59-79)  ,22  STORE BUILDINGS                         ,1143,155,K4,156 WEST 72ND   STREET                   ,10023,3,2,5,2043,7243,1900,0,2017-07-27
15923,1,UPPER WEST SIDE (59-79)  ,26  OTHER HOTELS                            ,1184,77,H6,305 WEST END AVENUE                      ,10023,0,1,1,13825,184060,1923,145000000,2016-12-05
15928,1,UPPER WEST SIDE (59-79)  ,34  THEATRES                                ,1169,46,J9,236 WEST 78TH STREET                     ,10024,1,3,4,2550,6567,1900,0,2016-11-22
16019,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1197,18,A9,35 WEST 83RD   STREET                    ,10024,1,0,1,1600,3750,1901,0,2017-01-31
16020,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1198,44,A4,30 WEST 85TH STREET                      ,10024,1,0,1,2146,6168,1900,13000000,2017-05-10
16021,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1208,16,A9,47 WEST 94TH STREET                      ,10025,1,0,1,1435,3050,1900,3500000,2017-03-17
16022,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1213,7,A4,153 WEST 82ND   STREET                   ,10024,1,0,1,1547,4092,1900,9400000,2016-11-22
16023,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1218,41,A4,124 WEST 88TH STREET                     ,10024,1,0,1,1560,4586,1899,5100000,2016-12-30
16024,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1218,41,A4,124 WEST 88 STREET                       ,10024,1,0,1,1560,4586,1899,0,2016-12-20
16025,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1218,139,A4,120 WEST 88TH   STREET                   ,10024,1,0,1,1560,3700,1899,0,2017-04-05
16026,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1226,125,A5,113 WEST 95TH STREET                     ,10025,1,0,1,1611,5536,1910,0,2017-05-19
16027,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1238,160,A4,272 WEST 91ST STREET                     ,10024,1,0,1,1063,5070,1920,5500000,2017-08-30
16028,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1250,20,A4,323 WEST 88TH STREET                     ,10024,1,0,1,2013,8500,1910,11850000,2017-06-20
16029,1,UPPER WEST SIDE (79-96)  ,01  ONE FAMILY DWELLINGS                    ,1251,15,A9,311 WEST 90TH   STREET                   ,10024,1,0,1,1997,5377,1899,12235640,2017-01-13
16030,1,UPPER WEST SIDE (79-96)  ,02  TWO FAMILY DWELLINGS                    ,1198,51,B1,48 WEST 85TH   STREET                    ,10024,2,0,2,2043,7375,1900,0,2017-08-28
16031,1,UPPER WEST SIDE (79-96)  ,02  TWO FAMILY DWELLINGS                    ,1209,14,B9,47 WEST 95TH STREET                      ,10025,2,0,2,1812,4024,1899,5125000,2016-12-02
16032,1,UPPER WEST SIDE (79-96)  ,02  TWO FAMILY DWELLINGS                    ,1210,43,B3,118 WEST 80                              ,10024,2,0,2,1779,5409,1901,0,2017-07-21
16033,1,UPPER WEST SIDE (79-96)  ,02  TWO FAMILY DWELLINGS                    ,1222,108,B3,157 WEST 91ST   STREET                   ,10024,2,0,2,1711,4172,1901,0,2016-10-24
16034,1,UPPER WEST SIDE (79-96)  ,02  TWO FAMILY DWELLINGS                    ,1245,97,B9,342 WEST 84TH STREET                     ,10024,2,0,2,1839,4104,1910,0,2017-03-24
16035,1,UPPER WEST SIDE (79-96)  ,03  THREE FAMILY DWELLINGS                  ,1200,46,C0,26 WEST 87TH STREET                      ,10024,3,0,3,2013,4900,1910,9475000,2017-04-20
16036,1,UPPER WEST SIDE (79-96)  ,03  THREE FAMILY DWELLINGS                  ,1208,44,C0,24 WEST 95TH   STREET                    ,10025,3,0,3,1812,3148,1900,2482893,2017-03-22
16037,1,UPPER WEST SIDE (79-96)  ,03  THREE FAMILY DWELLINGS                  ,1245,90,C0,328 WEST 84TH STREET                     ,10024,3,0,3,1737,3400,1910,5510000,2017-02-02
16038,1,UPPER WEST SIDE (79-96)  ,03  THREE FAMILY DWELLINGS                  ,1249,127,C0,305 WEST 87TH   STREET                   ,10024,3,0,3,1812,2713,1900,0,2016-12-15
16040,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1196,6,C5,57 WEST 82ND   STREET                    ,10024,10,0,10,1941,4955,1900,0,2017-07-31
16041,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1196,105,C5,59 WEST 82ND   STREET                    ,10024,7,0,7,1941,4955,1900,0,2017-07-31
16042,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1200,1,C7,61 WEST 86TH STREET                      ,10024,16,4,20,3021,14541,1900,0,2017-08-30
16043,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1200,64,C7,72 WEST 87TH STREET                      ,10024,8,2,10,3021,14541,1910,0,2017-08-30
16044,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1201,56,C2,54 WEST 88TH   STREET                    ,10024,5,0,5,2013,5782,1900,5950000,2017-03-23
16045,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1202,24,C3,21 WEST 88TH STREET                      ,10024,4,0,4,1913,5509,1901,11650000,2017-02-15
16046,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1203,23,C5,25 WEST 89TH   STREET                    ,10024,10,0,10,1913,6270,1900,6990000,2017-03-02
16047,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1204,109,C3,55 WEST 90TH STREET                      ,10024,4,0,4,1888,5210,1900,10000000,2017-06-14
16048,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1208,23,C5,25 WEST 94TH   STREET                    ,10025,8,0,8,1762,4056,1900,0,2016-12-15
16049,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1208,23,C5,25 WEST 94TH   STREET                    ,10025,8,0,8,1762,4056,1900,0,2016-12-15
16050,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1208,23,C5,25 WEST 94TH   STREET                    ,10025,8,0,8,1762,4056,1900,0,2016-10-31
16051,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1209,23,C3,21 WEST 95TH   STREET                    ,10025,4,0,4,1913,5560,1900,10500000,2017-01-17
16052,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1210,4,C7,407 AMSTERDAM AVENUE                     ,10024,8,1,9,2125,8125,1900,5275000,2016-10-06
16053,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1211,38,C5,110 WEST 81ST   STREET                   ,10024,10,0,10,2346,7330,1900,7600000,2017-04-05
16054,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1213,119,C5,123 WEST 82ND STREET                     ,10024,6,0,6,2043,4108,1900,0,2017-08-28
16055,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1213,119,C5,123 WEST 82ND   STREET                   ,10024,6,0,6,2043,4108,1900,5700000,2017-08-10
16056,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1216,11,C5,147 WEST 85TH   STREET                   ,10024,8,1,9,1755,5160,1910,4240000,2017-07-21
16057,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1218,44,C1,136 WEST 88TH   STREET                   ,10024,8,0,8,1812,4100,1900,3045000,2017-05-02
16058,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1219,118,C1,129 WEST 88TH   STREET                   ,10024,8,0,8,1711,4262,1910,10,2016-10-06
16059,1,UPPER WEST SIDE (79-96)  ,07  RENTALS - WALKUP APARTMENTS             ,1219,121,C2,121 WEST 88TH STREET                     ,10024,5,0,5,2013,5015,1910,6500000,2017-07-24
